species,lifestage,habitatzone,habitattype,ecoregion,shapefile_name
lanesnapper,earlyjuvenile,off,reef,er5,reef_off_er5
lanesnapper,earlyjuvenile,off,sb,er1,sb_off_er1
lanesnapper,earlyjuvenile,off,sb,er2,sb_off_er2
lanesnapper,earlyjuvenile,off,sb,er3,sb_off_er3
lanesnapper,earlyjuvenile,off,sb,er4,sb_off_er4
lanesnapper,earlyjuvenile,off,sb,er5,sb_off_er5
lanesnapper,earlyjuvenile,off,mangrove,er1,mangrove_off_er1
lanesnapper,earlyjuvenile,off,mangrove,er2,mangrove_off_er2
lanesnapper,earlyjuvenile,off,mangrove,er3,mangrove_off_er3
lanesnapper,earlyjuvenile,off,mangrove,er4,mangrove_off_er4
lanesnapper,earlyjuvenile,off,mangrove,er5,mangrove_off_er5
lanesnapper,latejuvenile,est,sav,er1,sav_est_er1
lanesnapper,latejuvenile,est,sav,er2,sav_est_er2
lanesnapper,latejuvenile,est,sav,er3,sav_est_er3
lanesnapper,latejuvenile,est,sav,er4,sav_est_er4
lanesnapper,latejuvenile,est,sav,er5,sav_est_er5
lanesnapper,latejuvenile,est,sand,er1,sand_est_er1
lanesnapper,latejuvenile,est,sand,er2,sand_est_er2
lanesnapper,latejuvenile,est,sand,er3,sand_est_er3
lanesnapper,latejuvenile,est,sand,er4,sand_est_er4
lanesnapper,latejuvenile,est,sand,er5,sand_est_er5
lanesnapper,latejuvenile,est,reef,er1,reef_est_er1
lanesnapper,latejuvenile,est,reef,er2,reef_est_er2
lanesnapper,latejuvenile,est,reef,er3,reef_est_er3
lanesnapper,latejuvenile,est,reef,er4,reef_est_er4
lanesnapper,latejuvenile,est,reef,er5,reef_est_er5
lanesnapper,latejuvenile,est,sb,er1,sb_est_er1
lanesnapper,latejuvenile,est,sb,er2,sb_est_er2
lanesnapper,latejuvenile,est,sb,er3,sb_est_er3
lanesnapper,latejuvenile,est,sb,er4,sb_est_er4
lanesnapper,latejuvenile,est,sb,er5,sb_est_er5
lanesnapper,latejuvenile,est,mangrove,er1,mangrove_est_er1
lanesnapper,latejuvenile,est,mangrove,er2,mangrove_est_er2
lanesnapper,latejuvenile,est,mangrove,er3,mangrove_est_er3
lanesnapper,latejuvenile,est,mangrove,er4,mangrove_est_er4
lanesnapper,latejuvenile,est,mangrove,er5,mangrove_est_er5
lanesnapper,latejuvenile,near,sav,er1,sav_near_er1
lanesnapper,latejuvenile,near,sav,er2,sav_near_er2
lanesnapper,latejuvenile,near,sav,er3,sav_near_er3
lanesnapper,latejuvenile,near,sav,er4,sav_near_er4
lanesnapper,latejuvenile,near,sav,er5,sav_near_er5
lanesnapper,latejuvenile,near,sand,er1,sand_near_er1
lanesnapper,latejuvenile,near,sand,er2,sand_near_er2
lanesnapper,latejuvenile,near,sand,er3,sand_near_er3
lanesnapper,latejuvenile,near,sand,er4,sand_near_er4
lanesnapper,latejuvenile,near,sand,er5,sand_near_er5
lanesnapper,latejuvenile,near,reef,er1,reef_near_er1
lanesnapper,latejuvenile,near,reef,er2,reef_near_er2
lanesnapper,latejuvenile,near,reef,er3,reef_near_er3
lanesnapper,latejuvenile,near,reef,er4,reef_near_er4
lanesnapper,latejuvenile,near,reef,er5,reef_near_er5
lanesnapper,latejuvenile,near,sb,er1,sb_near_er1
lanesnapper,latejuvenile,near,sb,er2,sb_near_er2
lanesnapper,latejuvenile,near,sb,er3,sb_near_er3
lanesnapper,latejuvenile,near,sb,er4,sb_near_er4
lanesnapper,latejuvenile,near,sb,er5,sb_near_er5
lanesnapper,latejuvenile,near,mangrove,er1,mangrove_near_er1
lanesnapper,latejuvenile,near,mangrove,er2,mangrove_near_er2
lanesnapper,latejuvenile,near,mangrove,er3,mangrove_near_er3
lanesnapper,latejuvenile,near,mangrove,er4,mangrove_near_er4
lanesnapper,latejuvenile,near,mangrove,er5,mangrove_near_er5
lanesnapper,latejuvenile,off,sav,er1,sav_off_er1
lanesnapper,latejuvenile,off,sav,er2,sav_off_er2
lanesnapper,latejuvenile,off,sav,er3,sav_off_er3
lanesnapper,latejuvenile,off,sav,er4,sav_off_er4
lanesnapper,latejuvenile,off,sav,er5,sav_off_er5
lanesnapper,latejuvenile,off,sand,er1,sand_off_er1
lanesnapper,latejuvenile,off,sand,er2,sand_off_er2
lanesnapper,latejuvenile,off,sand,er3,sand_off_er3
lanesnapper,latejuvenile,off,sand,er4,sand_off_er4
lanesnapper,latejuvenile,off,sand,er5,sand_off_er5
lanesnapper,latejuvenile,off,reef,er1,reef_off_er1
lanesnapper,latejuvenile,off,reef,er2,reef_off_er2
lanesnapper,latejuvenile,off,reef,er3,reef_off_er3
lanesnapper,latejuvenile,off,reef,er4,reef_off_er4
lanesnapper,latejuvenile,off,reef,er5,reef_off_er5
lanesnapper,latejuvenile,off,sb,er1,sb_off_er1
lanesnapper,latejuvenile,off,sb,er2,sb_off_er2
lanesnapper,latejuvenile,off,sb,er3,sb_off_er3
lanesnapper,latejuvenile,off,sb,er4,sb_off_er4
lanesnapper,latejuvenile,off,sb,er5,sb_off_er5
lanesnapper,latejuvenile,off,mangrove,er1,mangrove_off_er1
lanesnapper,latejuvenile,off,mangrove,er2,mangrove_off_er2
lanesnapper,latejuvenile,off,mangrove,er3,mangrove_off_er3
lanesnapper,latejuvenile,off,mangrove,er4,mangrove_off_er4
lanesnapper,latejuvenile,off,mangrove,er5,mangrove_off_er5
lanesnapper,adult,near,sand,er1,sand_near_er1
lanesnapper,adult,near,sand,er2,sand_near_er2
lanesnapper,adult,near,sand,er3,sand_near_er3
lanesnapper,adult,near,sand,er4,sand_near_er4
lanesnapper,adult,near,sand,er5,sand_near_er5
lanesnapper,adult,off,sand,er1,sand_off_er1
lanesnapper,adult,off,sand,er2,sand_off_er2
lanesnapper,adult,off,sand,er3,sand_off_er3
lanesnapper,adult,off,sand,er4,sand_off_er4
lanesnapper,adult,off,sand,er5,sand_off_er5
lanesnapper,adult,est,sand,er1,sand_est_er1
lanesnapper,adult,est,sand,er2,sand_est_er2
lanesnapper,adult,est,sand,er3,sand_est_er3
lanesnapper,adult,est,sand,er4,sand_est_er4
lanesnapper,adult,est,sand,er5,sand_est_er5
lanesnapper,spawningadult,off,reef,er1,reef_off_er1
lanesnapper,spawningadult,off,reef,er2,reef_off_er2
lanesnapper,spawningadult,off,reef,er3,reef_off_er3
lanesnapper,spawningadult,off,reef,er4,reef_off_er4
lanesnapper,spawningadult,off,reef,er5,reef_off_er5
lanesnapper,spawningadult,off,shelf,er1,shelf_off_er1
lanesnapper,spawningadult,off,shelf,er2,shelf_off_er2
lanesnapper,spawningadult,off,shelf,er3,shelf_off_er3
lanesnapper,spawningadult,off,shelf,er4,shelf_off_er4
lanesnapper,spawningadult,off,shelf,er5,shelf_off_er5
lesseramberjack,egg,,,,
lesseramberjack,larvae,,,,
lesseramberjack,postlarvae,,,,
lesseramberjack,earlyjuvenile,,,,
lesseramberjack,latejuvenile,off,hb,er1,hb_off_er1
lesseramberjack,latejuvenile,off,hb,er2,hb_off_er2
lesseramberjack,latejuvenile,off,hb,er3,hb_off_er3
lesseramberjack,latejuvenile,off,hb,er4,hb_off_er4
lesseramberjack,latejuvenile,off,hb,er5,hb_off_er5
lesseramberjack,latejuvenile,off,reef,er1,reef_off_er1
lesseramberjack,latejuvenile,off,reef,er2,reef_off_er2
lesseramberjack,latejuvenile,off,reef,er3,reef_off_er3
lesseramberjack,latejuvenile,off,reef,er4,reef_off_er4
lesseramberjack,latejuvenile,off,reef,er5,reef_off_er5
lesseramberjack,adult,off,hb,er1,hb_off_er1
lesseramberjack,adult,off,hb,er2,hb_off_er2
lesseramberjack,adult,off,hb,er3,hb_off_er3
lesseramberjack,adult,off,hb,er4,hb_off_er4
lesseramberjack,adult,off,hb,er5,hb_off_er5
lesseramberjack,adult,off,reef,er1,reef_off_er1
lesseramberjack,adult,off,reef,er2,reef_off_er2
lesseramberjack,adult,off,reef,er3,reef_off_er3
lesseramberjack,adult,off,reef,er4,reef_off_er4
lesseramberjack,adult,off,reef,er5,reef_off_er5
lesseramberjack,spawningadult,off,hb,er1,hb_off_er1
lesseramberjack,spawningadult,off,hb,er2,hb_off_er2
lesseramberjack,spawningadult,off,hb,er3,hb_off_er3
lesseramberjack,spawningadult,off,hb,er4,hb_off_er4
lesseramberjack,spawningadult,off,hb,er5,hb_off_er5
muttonsnapper,egg,,,,
muttonsnapper,larvae,,,,
muttonsnapper,postlarvae,,,,
muttonsnapper,earlyjuvenile,,,,
muttonsnapper,latejuvenile,,,,
muttonsnapper,adult,near,sav,er1,sav_near_er1
muttonsnapper,adult,near,reef,er1,reef_near_er1
muttonsnapper,adult,est,sav,er1,sav_est_er1
muttonsnapper,adult,est,reef,er1,reef_est_er1
muttonsnapper,spawningadult,off,reef,er1,reef_off_er1
muttonsnapper,spawningadult,off,hb,er1,hb_off_er1
muttonsnapper,spawningadult,off,shelf,er1,shelf_off_er1
pinkshrimp,egg,off,sand,er1,sand_off_er1
pinkshrimp,egg,off,sand,er2,sand_off_er2
pinkshrimp,egg,off,sand,er3,sand_off_er3
pinkshrimp,egg,off,sand,er5,sand_off_er5
pinkshrimp,larvae,est,wca,er1,wca_est_er1
pinkshrimp,larvae,est,wca,er2,wca_est_er2
pinkshrimp,larvae,est,wca,er3,wca_est_er3
pinkshrimp,larvae,est,wca,er5,wca_est_er5
pinkshrimp,larvae,near,wca,er1,wca_near_er1
pinkshrimp,larvae,near,wca,er2,wca_near_er2
pinkshrimp,larvae,near,wca,er3,wca_near_er3
pinkshrimp,larvae,near,wca,er5,wca_near_er5
pinkshrimp,larvae,off,wca,er1,wca_off_er1
pinkshrimp,larvae,off,wca,er2,wca_off_er2
pinkshrimp,larvae,off,wca,er3,wca_off_er3
pinkshrimp,larvae,off,wca,er5,wca_off_er5
pinkshrimp,postlarvae,est,sav,er1,sav_est_er1
pinkshrimp,postlarvae,est,sav,er2,sav_est_er2
pinkshrimp,postlarvae,est,sav,er3,sav_est_er3
pinkshrimp,postlarvae,est,sav,er5,sav_est_er5
pinkshrimp,postlarvae,est,sb,er1,sb_est_er1
pinkshrimp,postlarvae,est,sb,er2,sb_est_er2
pinkshrimp,postlarvae,est,sb,er3,sb_est_er3
pinkshrimp,postlarvae,est,sb,er5,sb_est_er5
pinkshrimp,postlarvae,est,sand,er1,sand_est_er1
pinkshrimp,postlarvae,est,sand,er2,sand_est_er2
pinkshrimp,postlarvae,est,sand,er3,sand_est_er3
pinkshrimp,postlarvae,est,sand,er5,sand_est_er5
pinkshrimp,postlarvae,est,mangrove,er1,mangrove_est_er1
pinkshrimp,postlarvae,est,mangrove,er2,mangrove_est_er2
pinkshrimp,postlarvae,est,mangrove,er3,mangrove_est_er3
pinkshrimp,postlarvae,est,mangrove,er5,mangrove_est_er5
pinkshrimp,postlarvae,near,sav,er1,sav_near_er1
pinkshrimp,postlarvae,near,sav,er2,sav_near_er2
pinkshrimp,postlarvae,near,sav,er3,sav_near_er3
pinkshrimp,postlarvae,near,sav,er5,sav_near_er5
pinkshrimp,postlarvae,near,sb,er1,sb_near_er1
pinkshrimp,postlarvae,near,sb,er2,sb_near_er2
pinkshrimp,postlarvae,near,sb,er3,sb_near_er3
pinkshrimp,postlarvae,near,sb,er5,sb_near_er5
pinkshrimp,postlarvae,near,sand,er1,sand_near_er1
pinkshrimp,postlarvae,near,sand,er2,sand_near_er2
pinkshrimp,postlarvae,near,sand,er3,sand_near_er3
pinkshrimp,postlarvae,near,sand,er5,sand_near_er5
pinkshrimp,postlarvae,near,mangrove,er1,mangrove_near_er1
pinkshrimp,postlarvae,near,mangrove,er2,mangrove_near_er2
pinkshrimp,postlarvae,near,mangrove,er3,mangrove_near_er3
pinkshrimp,postlarvae,near,mangrove,er5,mangrove_near_er5
pinkshrimp,earlyjuvenile,est,sav,er1,sav_est_er1
pinkshrimp,earlyjuvenile,est,sav,er2,sav_est_er2
pinkshrimp,earlyjuvenile,est,sav,er3,sav_est_er3
pinkshrimp,earlyjuvenile,est,sav,er5,sav_est_er5
pinkshrimp,earlyjuvenile,est,sb,er1,sb_est_er1
pinkshrimp,earlyjuvenile,est,sb,er2,sb_est_er2
pinkshrimp,earlyjuvenile,est,sb,er3,sb_est_er3
pinkshrimp,earlyjuvenile,est,sb,er5,sb_est_er5
pinkshrimp,earlyjuvenile,est,sand,er1,sand_est_er1
pinkshrimp,earlyjuvenile,est,sand,er2,sand_est_er2
pinkshrimp,earlyjuvenile,est,sand,er3,sand_est_er3
pinkshrimp,earlyjuvenile,est,sand,er5,sand_est_er5
pinkshrimp,earlyjuvenile,est,mangrove,er1,mangrove_est_er1
pinkshrimp,earlyjuvenile,est,mangrove,er2,mangrove_est_er2
pinkshrimp,earlyjuvenile,est,mangrove,er3,mangrove_est_er3
pinkshrimp,earlyjuvenile,est,mangrove,er5,mangrove_est_er5
pinkshrimp,earlyjuvenile,near,sav,er1,sav_near_er1
pinkshrimp,earlyjuvenile,near,sav,er2,sav_near_er2
pinkshrimp,earlyjuvenile,near,sav,er3,sav_near_er3
pinkshrimp,earlyjuvenile,near,sav,er5,sav_near_er5
pinkshrimp,earlyjuvenile,near,sb,er1,sb_near_er1
pinkshrimp,earlyjuvenile,near,sb,er2,sb_near_er2
pinkshrimp,earlyjuvenile,near,sb,er3,sb_near_er3
pinkshrimp,earlyjuvenile,near,sb,er5,sb_near_er5
pinkshrimp,earlyjuvenile,near,sand,er1,sand_near_er1
pinkshrimp,earlyjuvenile,near,sand,er2,sand_near_er2
pinkshrimp,earlyjuvenile,near,sand,er3,sand_near_er3
pinkshrimp,earlyjuvenile,near,sand,er5,sand_near_er5
pinkshrimp,earlyjuvenile,near,mangrove,er1,mangrove_near_er1
pinkshrimp,earlyjuvenile,near,mangrove,er2,mangrove_near_er2
pinkshrimp,earlyjuvenile,near,mangrove,er3,mangrove_near_er3
pinkshrimp,earlyjuvenile,near,mangrove,er5,mangrove_near_er5
pinkshrimp,latejuvenile,est,sav,er1,sav_est_er1
pinkshrimp,latejuvenile,est,sav,er2,sav_est_er2
pinkshrimp,latejuvenile,est,sav,er3,sav_est_er3
pinkshrimp,latejuvenile,est,sav,er5,sav_est_er5
pinkshrimp,latejuvenile,est,sb,er1,sb_est_er1
pinkshrimp,latejuvenile,est,sb,er2,sb_est_er2
pinkshrimp,latejuvenile,est,sb,er3,sb_est_er3
pinkshrimp,latejuvenile,est,sb,er5,sb_est_er5
pinkshrimp,latejuvenile,est,sand,er1,sand_est_er1
pinkshrimp,latejuvenile,est,sand,er2,sand_est_er2
pinkshrimp,latejuvenile,est,sand,er3,sand_est_er3
pinkshrimp,latejuvenile,est,sand,er5,sand_est_er5
pinkshrimp,latejuvenile,est,mangrove,er1,mangrove_est_er1
pinkshrimp,latejuvenile,est,mangrove,er2,mangrove_est_er2
pinkshrimp,latejuvenile,est,mangrove,er3,mangrove_est_er3
pinkshrimp,latejuvenile,est,mangrove,er5,mangrove_est_er5
pinkshrimp,latejuvenile,near,sav,er1,sav_near_er1
pinkshrimp,latejuvenile,near,sav,er2,sav_near_er2
pinkshrimp,latejuvenile,near,sav,er3,sav_near_er3
pinkshrimp,latejuvenile,near,sav,er5,sav_near_er5
pinkshrimp,latejuvenile,near,sb,er1,sb_near_er1
pinkshrimp,latejuvenile,near,sb,er2,sb_near_er2
pinkshrimp,latejuvenile,near,sb,er3,sb_near_er3
pinkshrimp,latejuvenile,near,sb,er5,sb_near_er5
pinkshrimp,latejuvenile,near,sand,er1,sand_near_er1
pinkshrimp,latejuvenile,near,sand,er2,sand_near_er2
pinkshrimp,latejuvenile,near,sand,er3,sand_near_er3
pinkshrimp,latejuvenile,near,sand,er5,sand_near_er5
pinkshrimp,latejuvenile,near,mangrove,er1,mangrove_near_er1
pinkshrimp,latejuvenile,near,mangrove,er2,mangrove_near_er2
pinkshrimp,latejuvenile,near,mangrove,er3,mangrove_near_er3
pinkshrimp,latejuvenile,near,mangrove,er5,mangrove_near_er5
pinkshrimp,latejuvenile,off,sav,er1,sav_off_er1
pinkshrimp,latejuvenile,off,sav,er2,sav_off_er2
pinkshrimp,latejuvenile,off,sav,er3,sav_off_er3
pinkshrimp,latejuvenile,off,sav,er5,sav_off_er5
pinkshrimp,latejuvenile,off,sb,er1,sb_off_er1
pinkshrimp,latejuvenile,off,sb,er2,sb_off_er2
pinkshrimp,latejuvenile,off,sb,er3,sb_off_er3
pinkshrimp,latejuvenile,off,sb,er5,sb_off_er5
pinkshrimp,latejuvenile,off,sand,er1,sand_off_er1
pinkshrimp,latejuvenile,off,sand,er2,sand_off_er2
pinkshrimp,latejuvenile,off,sand,er3,sand_off_er3
pinkshrimp,latejuvenile,off,sand,er5,sand_off_er5
pinkshrimp,latejuvenile,off,mangrove,er1,mangrove_off_er1
pinkshrimp,latejuvenile,off,mangrove,er2,mangrove_off_er2
pinkshrimp,latejuvenile,off,mangrove,er3,mangrove_off_er3
pinkshrimp,latejuvenile,off,mangrove,er5,mangrove_off_er5
pinkshrimp,adult,near,sand,er1,sand_near_er1
pinkshrimp,adult,near,sand,er2,sand_near_er2
pinkshrimp,adult,near,sand,er3,sand_near_er3
pinkshrimp,adult,near,sand,er5,sand_near_er5
pinkshrimp,adult,near,mangrove,er1,mangrove_near_er1
pinkshrimp,adult,near,mangrove,er2,mangrove_near_er2
pinkshrimp,adult,near,mangrove,er3,mangrove_near_er3
pinkshrimp,adult,near,mangrove,er5,mangrove_near_er5
pinkshrimp,adult,near,sav,er1,sav_near_er1
pinkshrimp,adult,near,sav,er2,sav_near_er2
pinkshrimp,adult,near,sav,er3,sav_near_er3
pinkshrimp,adult,near,sav,er5,sav_near_er5
pinkshrimp,adult,off,sand,er1,sand_off_er1
pinkshrimp,adult,off,sand,er2,sand_off_er2
pinkshrimp,adult,off,sand,er3,sand_off_er3
pinkshrimp,adult,off,sand,er5,sand_off_er5
pinkshrimp,adult,off,mangrove,er1,mangrove_off_er1
pinkshrimp,adult,off,mangrove,er2,mangrove_off_er2
pinkshrimp,adult,off,mangrove,er3,mangrove_off_er3
pinkshrimp,adult,off,mangrove,er5,mangrove_off_er5
pinkshrimp,adult,off,sav,er1,sav_off_er1
pinkshrimp,adult,off,sav,er2,sav_off_er2
pinkshrimp,adult,off,sav,er3,sav_off_er3
pinkshrimp,adult,off,sav,er5,sav_off_er5
pinkshrimp,spawningadult,near,sand,er1,sand_near_er1
pinkshrimp,spawningadult,near,sand,er2,sand_near_er2
pinkshrimp,spawningadult,near,sand,er3,sand_near_er3
pinkshrimp,spawningadult,near,sand,er5,sand_near_er5
pinkshrimp,spawningadult,near,mangrove,er1,mangrove_near_er1
pinkshrimp,spawningadult,near,mangrove,er2,mangrove_near_er2
pinkshrimp,spawningadult,near,mangrove,er3,mangrove_near_er3
pinkshrimp,spawningadult,near,mangrove,er5,mangrove_near_er5
pinkshrimp,spawningadult,near,sav,er1,sav_near_er1
pinkshrimp,spawningadult,near,sav,er2,sav_near_er2
pinkshrimp,spawningadult,near,sav,er3,sav_near_er3
pinkshrimp,spawningadult,near,sav,er5,sav_near_er5
pinkshrimp,spawningadult,off,sand,er1,sand_off_er1
pinkshrimp,spawningadult,off,sand,er2,sand_off_er2
pinkshrimp,spawningadult,off,sand,er3,sand_off_er3
pinkshrimp,spawningadult,off,sand,er5,sand_off_er5
pinkshrimp,spawningadult,off,mangrove,er1,mangrove_off_er1
pinkshrimp,spawningadult,off,mangrove,er2,mangrove_off_er2
pinkshrimp,spawningadult,off,mangrove,er3,mangrove_off_er3
pinkshrimp,spawningadult,off,mangrove,er5,mangrove_off_er5
pinkshrimp,spawningadult,off,sav,er1,sav_off_er1
pinkshrimp,spawningadult,off,sav,er2,sav_off_er2
pinkshrimp,spawningadult,off,sav,er3,sav_off_er3
pinkshrimp,spawningadult,off,sav,er5,sav_off_er5
queensnapper,egg,off,wca,er1,wca_off_er1
queensnapper,larvae,off,wca,er1,wca_off_er1
queensnapper,postlarvae,off,wca,er1,wca_off_er1
queensnapper,earlyjuvenile,off,wca,er1,wca_off_er1
queensnapper,latejuvenile,,,,
queensnapper,adult,off,hb,er1,hb_off_er1
queensnapper,adult,off,shelf,er1,shelf_off_er1
queensnapper,spawningadult,,,,
reddrum,egg,off,wca,er1,wca_off_er1
reddrum,egg,off,wca,er2,wca_off_er2
reddrum,egg,off,wca,er3,wca_off_er3
reddrum,egg,off,wca,er4,wca_off_er4
reddrum,egg,off,wca,er5,wca_off_er5
reddrum,larvae,est,sav,er1,sav_est_er1
reddrum,larvae,est,sav,er2,sav_est_er2
reddrum,larvae,est,sav,er3,sav_est_er3
reddrum,larvae,est,sav,er4,sav_est_er4
reddrum,larvae,est,sav,er5,sav_est_er5
reddrum,larvae,est,sb,er1,sb_est_er1
reddrum,larvae,est,sb,er2,sb_est_er2
reddrum,larvae,est,sb,er3,sb_est_er3
reddrum,larvae,est,sb,er4,sb_est_er4
reddrum,larvae,est,sb,er5,sb_est_er5
reddrum,larvae,est,wca,er1,wca_est_er1
reddrum,larvae,est,wca,er2,wca_est_er2
reddrum,larvae,est,wca,er3,wca_est_er3
reddrum,larvae,est,wca,er4,wca_est_er4
reddrum,larvae,est,wca,er5,wca_est_er5
reddrum,postlarvae,est,sav,er1,sav_est_er1
reddrum,postlarvae,est,sav,er2,sav_est_er2
reddrum,postlarvae,est,sav,er3,sav_est_er3
reddrum,postlarvae,est,sav,er4,sav_est_er4
reddrum,postlarvae,est,sav,er5,sav_est_er5
reddrum,postlarvae,est,sb,er1,sb_est_er1
reddrum,postlarvae,est,sb,er2,sb_est_er2
reddrum,postlarvae,est,sb,er3,sb_est_er3
reddrum,postlarvae,est,sb,er4,sb_est_er4
reddrum,postlarvae,est,sb,er5,sb_est_er5
reddrum,postlarvae,est,em,er1,em_est_er1
reddrum,postlarvae,est,em,er2,em_est_er2
reddrum,postlarvae,est,em,er3,em_est_er3
reddrum,postlarvae,est,em,er4,em_est_er4
reddrum,postlarvae,est,em,er5,em_est_er5
reddrum,earlyjuvenile,est,sav,er1,sav_est_er1
reddrum,earlyjuvenile,est,sav,er2,sav_est_er2
reddrum,earlyjuvenile,est,sav,er3,sav_est_er3
reddrum,earlyjuvenile,est,sav,er4,sav_est_er4
reddrum,earlyjuvenile,est,sav,er5,sav_est_er5
reddrum,earlyjuvenile,est,sb,er1,sb_est_er1
reddrum,earlyjuvenile,est,sb,er2,sb_est_er2
reddrum,earlyjuvenile,est,sb,er3,sb_est_er3
reddrum,earlyjuvenile,est,sb,er4,sb_est_er4
reddrum,earlyjuvenile,est,sb,er5,sb_est_er5
reddrum,earlyjuvenile,est,em,er1,em_est_er1
reddrum,earlyjuvenile,est,em,er2,em_est_er2
reddrum,earlyjuvenile,est,em,er3,em_est_er3
reddrum,earlyjuvenile,est,em,er4,em_est_er4
reddrum,earlyjuvenile,est,em,er5,em_est_er5
reddrum,earlyjuvenile,near,sav,er1,sav_near_er1
reddrum,earlyjuvenile,near,sav,er2,sav_near_er2
reddrum,earlyjuvenile,near,sav,er3,sav_near_er3
reddrum,earlyjuvenile,near,sav,er4,sav_near_er4
reddrum,earlyjuvenile,near,sav,er5,sav_near_er5
reddrum,earlyjuvenile,near,sb,er1,sb_near_er1
reddrum,earlyjuvenile,near,sb,er2,sb_near_er2
reddrum,earlyjuvenile,near,sb,er3,sb_near_er3
reddrum,earlyjuvenile,near,sb,er4,sb_near_er4
reddrum,earlyjuvenile,near,sb,er5,sb_near_er5
reddrum,earlyjuvenile,near,em,er1,em_near_er1
reddrum,earlyjuvenile,near,em,er2,em_near_er2
reddrum,earlyjuvenile,near,em,er3,em_near_er3
reddrum,earlyjuvenile,near,em,er4,em_near_er4
reddrum,earlyjuvenile,near,em,er5,em_near_er5
reddrum,latejuvenile,est,sav,er1,sav_est_er1
reddrum,latejuvenile,est,sav,er2,sav_est_er2
reddrum,latejuvenile,est,sav,er3,sav_est_er3
reddrum,latejuvenile,est,sav,er4,sav_est_er4
reddrum,latejuvenile,est,sav,er5,sav_est_er5
reddrum,latejuvenile,est,sb,er1,sb_est_er1
reddrum,latejuvenile,est,sb,er2,sb_est_er2
reddrum,latejuvenile,est,sb,er3,sb_est_er3
reddrum,latejuvenile,est,sb,er4,sb_est_er4
reddrum,latejuvenile,est,sb,er5,sb_est_er5
reddrum,latejuvenile,est,em,er1,em_est_er1
reddrum,latejuvenile,est,em,er2,em_est_er2
reddrum,latejuvenile,est,em,er3,em_est_er3
reddrum,latejuvenile,est,em,er4,em_est_er4
reddrum,latejuvenile,est,em,er5,em_est_er5
reddrum,latejuvenile,est,sand,er1,sand_est_er1
reddrum,latejuvenile,est,sand,er2,sand_est_er2
reddrum,latejuvenile,est,sand,er3,sand_est_er3
reddrum,latejuvenile,est,sand,er4,sand_est_er4
reddrum,latejuvenile,est,sand,er5,sand_est_er5
reddrum,latejuvenile,near,sav,er1,sav_near_er1
reddrum,latejuvenile,near,sav,er2,sav_near_er2
reddrum,latejuvenile,near,sav,er3,sav_near_er3
reddrum,latejuvenile,near,sav,er4,sav_near_er4
reddrum,latejuvenile,near,sav,er5,sav_near_er5
reddrum,latejuvenile,near,sb,er1,sb_near_er1
reddrum,latejuvenile,near,sb,er2,sb_near_er2
reddrum,latejuvenile,near,sb,er3,sb_near_er3
reddrum,latejuvenile,near,sb,er4,sb_near_er4
reddrum,latejuvenile,near,sb,er5,sb_near_er5
reddrum,latejuvenile,near,em,er1,em_near_er1
reddrum,latejuvenile,near,em,er2,em_near_er2
reddrum,latejuvenile,near,em,er3,em_near_er3
reddrum,latejuvenile,near,em,er4,em_near_er4
reddrum,latejuvenile,near,em,er5,em_near_er5
reddrum,latejuvenile,near,sand,er1,sand_near_er1
reddrum,latejuvenile,near,sand,er2,sand_near_er2
reddrum,latejuvenile,near,sand,er3,sand_near_er3
reddrum,latejuvenile,near,sand,er4,sand_near_er4
reddrum,latejuvenile,near,sand,er5,sand_near_er5
reddrum,adult,est,sav,er1,sav_est_er1
reddrum,adult,est,sav,er2,sav_est_er2
reddrum,adult,est,sav,er3,sav_est_er3
reddrum,adult,est,sav,er4,sav_est_er4
reddrum,adult,est,sav,er5,sav_est_er5
reddrum,adult,est,em,er1,em_est_er1
reddrum,adult,est,em,er2,em_est_er2
reddrum,adult,est,em,er3,em_est_er3
reddrum,adult,est,em,er4,em_est_er4
reddrum,adult,est,em,er5,em_est_er5
reddrum,adult,est,sb,er1,sb_est_er1
reddrum,adult,est,sb,er2,sb_est_er2
reddrum,adult,est,sb,er3,sb_est_er3
reddrum,adult,est,sb,er4,sb_est_er4
reddrum,adult,est,sb,er5,sb_est_er5
reddrum,adult,est,hb,er1,hb_est_er1
reddrum,adult,est,hb,er2,hb_est_er2
reddrum,adult,est,hb,er3,hb_est_er3
reddrum,adult,est,hb,er4,hb_est_er4
reddrum,adult,est,hb,er5,hb_est_er5
reddrum,adult,est,sand,er1,sand_est_er1
reddrum,adult,est,sand,er2,sand_est_er2
reddrum,adult,est,sand,er3,sand_est_er3
reddrum,adult,est,sand,er4,sand_est_er4
reddrum,adult,est,sand,er5,sand_est_er5
reddrum,adult,near,sav,er1,sav_near_er1
reddrum,adult,near,sav,er2,sav_near_er2
reddrum,adult,near,sav,er3,sav_near_er3
reddrum,adult,near,sav,er4,sav_near_er4
reddrum,adult,near,sav,er5,sav_near_er5
reddrum,adult,near,em,er1,em_near_er1
reddrum,adult,near,em,er2,em_near_er2
reddrum,adult,near,em,er3,em_near_er3
reddrum,adult,near,em,er4,em_near_er4
reddrum,adult,near,em,er5,em_near_er5
reddrum,adult,near,sb,er1,sb_near_er1
reddrum,adult,near,sb,er2,sb_near_er2
reddrum,adult,near,sb,er3,sb_near_er3
reddrum,adult,near,sb,er4,sb_near_er4
reddrum,adult,near,sb,er5,sb_near_er5
