species,lifestage,habitatzone,habitattype,ecoregion,shapefile_name,pretty_name
lanesnapper,latejuvenile,near,hb,er4,hb_near_er4,ER4 Nearshore Hard Bottom
lanesnapper,latejuvenile,near,hb,er5,hb_near_er5,ER5 Nearshore Hard Bottom
lanesnapper,latejuvenile,near,sb,er1,sb_near_er1,ER1 Nearshore Soft Bottom
lanesnapper,latejuvenile,near,sb,er2,sb_near_er2,ER2 Nearshore Soft Bottom
lanesnapper,latejuvenile,near,sb,er3,sb_near_er3,ER3 Nearshore Soft Bottom
lanesnapper,latejuvenile,near,sb,er4,sb_near_er4,ER4 Nearshore Soft Bottom
lanesnapper,latejuvenile,near,sb,er5,sb_near_er5,ER5 Nearshore Soft Bottom
lanesnapper,latejuvenile,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
lanesnapper,latejuvenile,near,mangrove,er2,mangrove_near_er2,ER2 Nearshore Mangrove
lanesnapper,latejuvenile,near,mangrove,er3,mangrove_near_er3,ER3 Nearshore Mangrove
lanesnapper,latejuvenile,near,mangrove,er4,mangrove_near_er4,ER4 Nearshore Mangrove
lanesnapper,latejuvenile,near,mangrove,er5,mangrove_near_er5,ER5 Nearshore Mangrove
lanesnapper,latejuvenile,off,sav,er1,sav_off_er1,ER1 Offshore SAV
lanesnapper,latejuvenile,off,sav,er2,sav_off_er2,ER2 Offshore SAV
lanesnapper,latejuvenile,off,sav,er3,sav_off_er3,ER3 Offshore SAV
lanesnapper,latejuvenile,off,sav,er4,sav_off_er4,ER4 Offshore SAV
lanesnapper,latejuvenile,off,sav,er5,sav_off_er5,ER5 Offshore SAV
lanesnapper,latejuvenile,off,sand,er1,sand_off_er1,ER1 Offshore Sand
lanesnapper,latejuvenile,off,sand,er2,sand_off_er2,ER2 Offshore Sand
lanesnapper,latejuvenile,off,sand,er3,sand_off_er3,ER3 Offshore Sand
lanesnapper,latejuvenile,off,sand,er4,sand_off_er4,ER4 Offshore Sand
lanesnapper,latejuvenile,off,sand,er5,sand_off_er5,ER5 Offshore Sand
lanesnapper,latejuvenile,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
lanesnapper,latejuvenile,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
lanesnapper,latejuvenile,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
lanesnapper,latejuvenile,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
lanesnapper,latejuvenile,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
lanesnapper,latejuvenile,off,sb,er1,sb_off_er1,ER1 Offshore Soft Bottom
lanesnapper,latejuvenile,off,sb,er2,sb_off_er2,ER2 Offshore Soft Bottom
lanesnapper,latejuvenile,off,sb,er3,sb_off_er3,ER3 Offshore Soft Bottom
lanesnapper,latejuvenile,off,sb,er4,sb_off_er4,ER4 Offshore Soft Bottom
lanesnapper,latejuvenile,off,sb,er5,sb_off_er5,ER5 Offshore Soft Bottom
lanesnapper,latejuvenile,off,mangrove,er1,mangrove_off_er1,ER1 Offshore Mangrove
lanesnapper,latejuvenile,off,mangrove,er2,mangrove_off_er2,ER2 Offshore Mangrove
lanesnapper,latejuvenile,off,mangrove,er3,mangrove_off_er3,ER3 Offshore Mangrove
lanesnapper,latejuvenile,off,mangrove,er4,mangrove_off_er4,ER4 Offshore Mangrove
lanesnapper,latejuvenile,off,mangrove,er5,mangrove_off_er5,ER5 Offshore Mangrove
lanesnapper,adult,near,sand,er1,sand_near_er1,ER1 Nearshore Sand
lanesnapper,adult,near,sand,er2,sand_near_er2,ER2 Nearshore Sand
lanesnapper,adult,near,sand,er3,sand_near_er3,ER3 Nearshore Sand
lanesnapper,adult,near,sand,er4,sand_near_er4,ER4 Nearshore Sand
lanesnapper,adult,near,sand,er5,sand_near_er5,ER5 Nearshore Sand
lanesnapper,adult,off,sand,er1,sand_off_er1,ER1 Offshore Sand
lanesnapper,adult,off,sand,er2,sand_off_er2,ER2 Offshore Sand
lanesnapper,adult,off,sand,er3,sand_off_er3,ER3 Offshore Sand
lanesnapper,adult,off,sand,er4,sand_off_er4,ER4 Offshore Sand
lanesnapper,adult,off,sand,er5,sand_off_er5,ER5 Offshore Sand
lanesnapper,adult,est,sand,er1,sand_est_er1,ER1 Estuarine Sand
lanesnapper,adult,est,sand,er2,sand_est_er2,ER2 Estuarine Sand
lanesnapper,adult,est,sand,er3,sand_est_er3,ER3 Estuarine Sand
lanesnapper,adult,est,sand,er4,sand_est_er4,ER4 Estuarine Sand
lanesnapper,adult,est,sand,er5,sand_est_er5,ER5 Estuarine Sand
lanesnapper,spawningadult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
lanesnapper,spawningadult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
lanesnapper,spawningadult,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
lanesnapper,spawningadult,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
lanesnapper,spawningadult,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
lanesnapper,spawningadult,off,shelf,er1,shelf_off_er1,ER1 Offshore Shelf/Slope Edge
lanesnapper,spawningadult,off,shelf,er2,shelf_off_er2,ER2 Offshore Shelf/Slope Edge
lanesnapper,spawningadult,off,shelf,er3,shelf_off_er3,ER3 Offshore Shelf/Slope Edge
lanesnapper,spawningadult,off,shelf,er4,shelf_off_er4,ER4 Offshore Shelf/Slope Edge
lanesnapper,spawningadult,off,shelf,er5,shelf_off_er5,ER5 Offshore Shelf/Slope Edge
lesseramberjack,egg,,,,,
lesseramberjack,larvae,,,,,
lesseramberjack,postlarvae,,,,,
lesseramberjack,earlyjuvenile,,,,,
lesseramberjack,latejuvenile,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
lesseramberjack,latejuvenile,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
lesseramberjack,latejuvenile,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
lesseramberjack,latejuvenile,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
lesseramberjack,latejuvenile,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
lesseramberjack,adult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
lesseramberjack,adult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
lesseramberjack,adult,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
lesseramberjack,adult,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
lesseramberjack,adult,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
lesseramberjack,spawningadult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
lesseramberjack,spawningadult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
lesseramberjack,spawningadult,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
lesseramberjack,spawningadult,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
lesseramberjack,spawningadult,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
muttonsnapper,egg,,,,,
muttonsnapper,larvae,,,,,
muttonsnapper,postlarvae,,,,,
muttonsnapper,earlyjuvenile,,,,,
muttonsnapper,latejuvenile,,,,,
muttonsnapper,adult,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
muttonsnapper,adult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
muttonsnapper,adult,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
muttonsnapper,adult,est,hb,er1,hb_est_er1,ER1 Estuarine Hard Bottom
muttonsnapper,spawningadult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
muttonsnapper,spawningadult,off,shelf,er1,shelf_off_er1,ER1 Offshore Shelf/Slope Edge
pinkshrimp,egg,off,sand,er1,sand_off_er1,ER1 Offshore Sand
pinkshrimp,egg,off,sand,er2,sand_off_er2,ER2 Offshore Sand
pinkshrimp,egg,off,sand,er3,sand_off_er3,ER3 Offshore Sand
pinkshrimp,egg,off,sand,er5,sand_off_er5,ER5 Offshore Sand
pinkshrimp,larvae,,,,,
pinkshrimp,postlarvae,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
pinkshrimp,postlarvae,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
pinkshrimp,postlarvae,est,sav,er3,sav_est_er3,ER3 Estuarine SAV
pinkshrimp,postlarvae,est,sav,er5,sav_est_er5,ER5 Estuarine SAV
pinkshrimp,postlarvae,est,sb,er1,sb_est_er1,ER1 Estuarine Soft Bottom
pinkshrimp,postlarvae,est,sb,er2,sb_est_er2,ER2 Estuarine Soft Bottom
pinkshrimp,postlarvae,est,sb,er3,sb_est_er3,ER3 Estuarine Soft Bottom
pinkshrimp,postlarvae,est,sb,er5,sb_est_er5,ER5 Estuarine Soft Bottom
pinkshrimp,postlarvae,est,sand,er1,sand_est_er1,ER1 Estuarine Sand
pinkshrimp,postlarvae,est,sand,er2,sand_est_er2,ER2 Estuarine Sand
pinkshrimp,postlarvae,est,sand,er3,sand_est_er3,ER3 Estuarine Sand
pinkshrimp,postlarvae,est,sand,er5,sand_est_er5,ER5 Estuarine Sand
pinkshrimp,postlarvae,est,mangrove,er1,mangrove_est_er1,ER1 Estuarine Mangrove
pinkshrimp,postlarvae,est,mangrove,er2,mangrove_est_er2,ER2 Estuarine Mangrove
pinkshrimp,postlarvae,est,mangrove,er3,mangrove_est_er3,ER3 Estuarine Mangrove
pinkshrimp,postlarvae,est,mangrove,er5,mangrove_est_er5,ER5 Estuarine Mangrove
pinkshrimp,postlarvae,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
pinkshrimp,postlarvae,near,sav,er2,sav_near_er2,ER2 Nearshore SAV
pinkshrimp,postlarvae,near,sav,er3,sav_near_er3,ER3 Nearshore SAV
pinkshrimp,postlarvae,near,sav,er5,sav_near_er5,ER5 Nearshore SAV
pinkshrimp,postlarvae,near,sb,er1,sb_near_er1,ER1 Nearshore Soft Bottom
pinkshrimp,postlarvae,near,sb,er2,sb_near_er2,ER2 Nearshore Soft Bottom
pinkshrimp,postlarvae,near,sb,er3,sb_near_er3,ER3 Nearshore Soft Bottom
pinkshrimp,postlarvae,near,sb,er5,sb_near_er5,ER5 Nearshore Soft Bottom
pinkshrimp,postlarvae,near,sand,er1,sand_near_er1,ER1 Nearshore Sand
pinkshrimp,postlarvae,near,sand,er2,sand_near_er2,ER2 Nearshore Sand
pinkshrimp,postlarvae,near,sand,er3,sand_near_er3,ER3 Nearshore Sand
pinkshrimp,postlarvae,near,sand,er5,sand_near_er5,ER5 Nearshore Sand
pinkshrimp,postlarvae,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
pinkshrimp,postlarvae,near,mangrove,er2,mangrove_near_er2,ER2 Nearshore Mangrove
pinkshrimp,postlarvae,near,mangrove,er3,mangrove_near_er3,ER3 Nearshore Mangrove
pinkshrimp,postlarvae,near,mangrove,er5,mangrove_near_er5,ER5 Nearshore Mangrove
pinkshrimp,earlyjuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
pinkshrimp,earlyjuvenile,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
pinkshrimp,earlyjuvenile,est,sav,er3,sav_est_er3,ER3 Estuarine SAV
pinkshrimp,earlyjuvenile,est,sav,er5,sav_est_er5,ER5 Estuarine SAV
pinkshrimp,earlyjuvenile,est,sb,er1,sb_est_er1,ER1 Estuarine Soft Bottom
pinkshrimp,earlyjuvenile,est,sb,er2,sb_est_er2,ER2 Estuarine Soft Bottom
pinkshrimp,earlyjuvenile,est,sb,er3,sb_est_er3,ER3 Estuarine Soft Bottom
pinkshrimp,earlyjuvenile,est,sb,er5,sb_est_er5,ER5 Estuarine Soft Bottom
pinkshrimp,earlyjuvenile,est,sand,er1,sand_est_er1,ER1 Estuarine Sand
pinkshrimp,earlyjuvenile,est,sand,er2,sand_est_er2,ER2 Estuarine Sand
pinkshrimp,earlyjuvenile,est,sand,er3,sand_est_er3,ER3 Estuarine Sand
pinkshrimp,earlyjuvenile,est,sand,er5,sand_est_er5,ER5 Estuarine Sand
pinkshrimp,earlyjuvenile,est,mangrove,er1,mangrove_est_er1,ER1 Estuarine Mangrove
pinkshrimp,earlyjuvenile,est,mangrove,er2,mangrove_est_er2,ER2 Estuarine Mangrove
pinkshrimp,earlyjuvenile,est,mangrove,er3,mangrove_est_er3,ER3 Estuarine Mangrove
pinkshrimp,earlyjuvenile,est,mangrove,er5,mangrove_est_er5,ER5 Estuarine Mangrove
pinkshrimp,earlyjuvenile,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
pinkshrimp,earlyjuvenile,near,sav,er2,sav_near_er2,ER2 Nearshore SAV
pinkshrimp,earlyjuvenile,near,sav,er3,sav_near_er3,ER3 Nearshore SAV
pinkshrimp,earlyjuvenile,near,sav,er5,sav_near_er5,ER5 Nearshore SAV
pinkshrimp,earlyjuvenile,near,sb,er1,sb_near_er1,ER1 Nearshore Soft Bottom
pinkshrimp,earlyjuvenile,near,sb,er2,sb_near_er2,ER2 Nearshore Soft Bottom
pinkshrimp,earlyjuvenile,near,sb,er3,sb_near_er3,ER3 Nearshore Soft Bottom
pinkshrimp,earlyjuvenile,near,sb,er5,sb_near_er5,ER5 Nearshore Soft Bottom
pinkshrimp,earlyjuvenile,near,sand,er1,sand_near_er1,ER1 Nearshore Sand
pinkshrimp,earlyjuvenile,near,sand,er2,sand_near_er2,ER2 Nearshore Sand
pinkshrimp,earlyjuvenile,near,sand,er3,sand_near_er3,ER3 Nearshore Sand
pinkshrimp,earlyjuvenile,near,sand,er5,sand_near_er5,ER5 Nearshore Sand
pinkshrimp,earlyjuvenile,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
pinkshrimp,earlyjuvenile,near,mangrove,er2,mangrove_near_er2,ER2 Nearshore Mangrove
pinkshrimp,earlyjuvenile,near,mangrove,er3,mangrove_near_er3,ER3 Nearshore Mangrove
pinkshrimp,earlyjuvenile,near,mangrove,er5,mangrove_near_er5,ER5 Nearshore Mangrove
pinkshrimp,latejuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
pinkshrimp,latejuvenile,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
pinkshrimp,latejuvenile,est,sav,er3,sav_est_er3,ER3 Estuarine SAV
pinkshrimp,latejuvenile,est,sav,er5,sav_est_er5,ER5 Estuarine SAV
pinkshrimp,latejuvenile,est,sb,er1,sb_est_er1,ER1 Estuarine Soft Bottom
pinkshrimp,latejuvenile,est,sb,er2,sb_est_er2,ER2 Estuarine Soft Bottom
pinkshrimp,latejuvenile,est,sb,er3,sb_est_er3,ER3 Estuarine Soft Bottom
pinkshrimp,latejuvenile,est,sb,er5,sb_est_er5,ER5 Estuarine Soft Bottom
pinkshrimp,latejuvenile,est,sand,er1,sand_est_er1,ER1 Estuarine Sand
pinkshrimp,latejuvenile,est,sand,er2,sand_est_er2,ER2 Estuarine Sand
pinkshrimp,latejuvenile,est,sand,er3,sand_est_er3,ER3 Estuarine Sand
pinkshrimp,latejuvenile,est,sand,er5,sand_est_er5,ER5 Estuarine Sand
pinkshrimp,latejuvenile,est,mangrove,er1,mangrove_est_er1,ER1 Estuarine Mangrove
pinkshrimp,latejuvenile,est,mangrove,er2,mangrove_est_er2,ER2 Estuarine Mangrove
pinkshrimp,latejuvenile,est,mangrove,er3,mangrove_est_er3,ER3 Estuarine Mangrove
pinkshrimp,latejuvenile,est,mangrove,er5,mangrove_est_er5,ER5 Estuarine Mangrove
pinkshrimp,latejuvenile,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
pinkshrimp,latejuvenile,near,sav,er2,sav_near_er2,ER2 Nearshore SAV
pinkshrimp,latejuvenile,near,sav,er3,sav_near_er3,ER3 Nearshore SAV
pinkshrimp,latejuvenile,near,sav,er5,sav_near_er5,ER5 Nearshore SAV
pinkshrimp,latejuvenile,near,sb,er1,sb_near_er1,ER1 Nearshore Soft Bottom
pinkshrimp,latejuvenile,near,sb,er2,sb_near_er2,ER2 Nearshore Soft Bottom
pinkshrimp,latejuvenile,near,sb,er3,sb_near_er3,ER3 Nearshore Soft Bottom
pinkshrimp,latejuvenile,near,sb,er5,sb_near_er5,ER5 Nearshore Soft Bottom
pinkshrimp,latejuvenile,near,sand,er1,sand_near_er1,ER1 Nearshore Sand
pinkshrimp,latejuvenile,near,sand,er2,sand_near_er2,ER2 Nearshore Sand
pinkshrimp,latejuvenile,near,sand,er3,sand_near_er3,ER3 Nearshore Sand
pinkshrimp,latejuvenile,near,sand,er5,sand_near_er5,ER5 Nearshore Sand
pinkshrimp,latejuvenile,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
pinkshrimp,latejuvenile,near,mangrove,er2,mangrove_near_er2,ER2 Nearshore Mangrove
pinkshrimp,latejuvenile,near,mangrove,er3,mangrove_near_er3,ER3 Nearshore Mangrove
pinkshrimp,latejuvenile,near,mangrove,er5,mangrove_near_er5,ER5 Nearshore Mangrove
pinkshrimp,latejuvenile,off,sav,er1,sav_off_er1,ER1 Offshore SAV
pinkshrimp,latejuvenile,off,sav,er2,sav_off_er2,ER2 Offshore SAV
pinkshrimp,latejuvenile,off,sav,er3,sav_off_er3,ER3 Offshore SAV
pinkshrimp,latejuvenile,off,sav,er5,sav_off_er5,ER5 Offshore SAV
pinkshrimp,latejuvenile,off,sb,er1,sb_off_er1,ER1 Offshore Soft Bottom
pinkshrimp,latejuvenile,off,sb,er2,sb_off_er2,ER2 Offshore Soft Bottom
pinkshrimp,latejuvenile,off,sb,er3,sb_off_er3,ER3 Offshore Soft Bottom
pinkshrimp,latejuvenile,off,sb,er5,sb_off_er5,ER5 Offshore Soft Bottom
pinkshrimp,latejuvenile,off,sand,er1,sand_off_er1,ER1 Offshore Sand
pinkshrimp,latejuvenile,off,sand,er2,sand_off_er2,ER2 Offshore Sand
pinkshrimp,latejuvenile,off,sand,er3,sand_off_er3,ER3 Offshore Sand
pinkshrimp,latejuvenile,off,sand,er5,sand_off_er5,ER5 Offshore Sand
pinkshrimp,latejuvenile,off,mangrove,er1,mangrove_off_er1,ER1 Offshore Mangrove
pinkshrimp,latejuvenile,off,mangrove,er2,mangrove_off_er2,ER2 Offshore Mangrove
pinkshrimp,latejuvenile,off,mangrove,er3,mangrove_off_er3,ER3 Offshore Mangrove
pinkshrimp,latejuvenile,off,mangrove,er5,mangrove_off_er5,ER5 Offshore Mangrove
pinkshrimp,adult,near,sand,er1,sand_near_er1,ER1 Nearshore Sand
pinkshrimp,adult,near,sand,er2,sand_near_er2,ER2 Nearshore Sand
pinkshrimp,adult,near,sand,er3,sand_near_er3,ER3 Nearshore Sand
pinkshrimp,adult,near,sand,er5,sand_near_er5,ER5 Nearshore Sand
pinkshrimp,adult,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
pinkshrimp,adult,near,mangrove,er2,mangrove_near_er2,ER2 Nearshore Mangrove
pinkshrimp,adult,near,mangrove,er3,mangrove_near_er3,ER3 Nearshore Mangrove
pinkshrimp,adult,near,mangrove,er5,mangrove_near_er5,ER5 Nearshore Mangrove
pinkshrimp,adult,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
pinkshrimp,adult,near,sav,er2,sav_near_er2,ER2 Nearshore SAV
pinkshrimp,adult,near,sav,er3,sav_near_er3,ER3 Nearshore SAV
pinkshrimp,adult,near,sav,er5,sav_near_er5,ER5 Nearshore SAV
pinkshrimp,adult,off,sand,er1,sand_off_er1,ER1 Offshore Sand
pinkshrimp,adult,off,sand,er2,sand_off_er2,ER2 Offshore Sand
pinkshrimp,adult,off,sand,er3,sand_off_er3,ER3 Offshore Sand
pinkshrimp,adult,off,sand,er5,sand_off_er5,ER5 Offshore Sand
pinkshrimp,adult,off,mangrove,er1,mangrove_off_er1,ER1 Offshore Mangrove
pinkshrimp,adult,off,mangrove,er2,mangrove_off_er2,ER2 Offshore Mangrove
pinkshrimp,adult,off,mangrove,er3,mangrove_off_er3,ER3 Offshore Mangrove
pinkshrimp,adult,off,mangrove,er5,mangrove_off_er5,ER5 Offshore Mangrove
pinkshrimp,adult,off,sav,er1,sav_off_er1,ER1 Offshore SAV
pinkshrimp,adult,off,sav,er2,sav_off_er2,ER2 Offshore SAV
pinkshrimp,adult,off,sav,er3,sav_off_er3,ER3 Offshore SAV
pinkshrimp,adult,off,sav,er5,sav_off_er5,ER5 Offshore SAV
pinkshrimp,spawningadult,near,sand,er1,sand_near_er1,ER1 Nearshore Sand
pinkshrimp,spawningadult,near,sand,er2,sand_near_er2,ER2 Nearshore Sand
pinkshrimp,spawningadult,near,sand,er3,sand_near_er3,ER3 Nearshore Sand
pinkshrimp,spawningadult,near,sand,er5,sand_near_er5,ER5 Nearshore Sand
pinkshrimp,spawningadult,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
pinkshrimp,spawningadult,near,mangrove,er2,mangrove_near_er2,ER2 Nearshore Mangrove
pinkshrimp,spawningadult,near,mangrove,er3,mangrove_near_er3,ER3 Nearshore Mangrove
pinkshrimp,spawningadult,near,mangrove,er5,mangrove_near_er5,ER5 Nearshore Mangrove
pinkshrimp,spawningadult,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
pinkshrimp,spawningadult,near,sav,er2,sav_near_er2,ER2 Nearshore SAV
pinkshrimp,spawningadult,near,sav,er3,sav_near_er3,ER3 Nearshore SAV
pinkshrimp,spawningadult,near,sav,er5,sav_near_er5,ER5 Nearshore SAV
pinkshrimp,spawningadult,off,sand,er1,sand_off_er1,ER1 Offshore Sand
pinkshrimp,spawningadult,off,sand,er2,sand_off_er2,ER2 Offshore Sand
pinkshrimp,spawningadult,off,sand,er3,sand_off_er3,ER3 Offshore Sand
pinkshrimp,spawningadult,off,sand,er5,sand_off_er5,ER5 Offshore Sand
pinkshrimp,spawningadult,off,mangrove,er1,mangrove_off_er1,ER1 Offshore Mangrove
pinkshrimp,spawningadult,off,mangrove,er2,mangrove_off_er2,ER2 Offshore Mangrove
pinkshrimp,spawningadult,off,mangrove,er3,mangrove_off_er3,ER3 Offshore Mangrove
pinkshrimp,spawningadult,off,mangrove,er5,mangrove_off_er5,ER5 Offshore Mangrove
pinkshrimp,spawningadult,off,sav,er1,sav_off_er1,ER1 Offshore SAV
pinkshrimp,spawningadult,off,sav,er2,sav_off_er2,ER2 Offshore SAV
pinkshrimp,spawningadult,off,sav,er3,sav_off_er3,ER3 Offshore SAV
pinkshrimp,spawningadult,off,sav,er5,sav_off_er5,ER5 Offshore SAV
queensnapper,egg,,,,,
queensnapper,larvae,,,,,
queensnapper,postlarvae,,,,,
queensnapper,earlyjuvenile,,,,,
queensnapper,latejuvenile,,,,,
queensnapper,adult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
queensnapper,adult,off,shelf,er1,shelf_off_er1,ER1 Offshore Shelf/Slope Edge
queensnapper,spawningadult,,,,,
reddrum,egg,,,,,
reddrum,larvae,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
reddrum,larvae,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
reddrum,larvae,est,sav,er3,sav_est_er3,ER3 Estuarine SAV
reddrum,larvae,est,sav,er4,sav_est_er4,ER4 Estuarine SAV
reddrum,larvae,est,sav,er5,sav_est_er5,ER5 Estuarine SAV
reddrum,larvae,est,sb,er1,sb_est_er1,ER1 Estuarine Soft Bottom
reddrum,larvae,est,sb,er2,sb_est_er2,ER2 Estuarine Soft Bottom
reddrum,larvae,est,sb,er3,sb_est_er3,ER3 Estuarine Soft Bottom
reddrum,larvae,est,sb,er4,sb_est_er4,ER4 Estuarine Soft Bottom
reddrum,larvae,est,sb,er5,sb_est_er5,ER5 Estuarine Soft Bottom
reddrum,postlarvae,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
reddrum,postlarvae,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
reddrum,postlarvae,est,sav,er3,sav_est_er3,ER3 Estuarine SAV
reddrum,postlarvae,est,sav,er4,sav_est_er4,ER4 Estuarine SAV
reddrum,postlarvae,est,sav,er5,sav_est_er5,ER5 Estuarine SAV
reddrum,postlarvae,est,sb,er1,sb_est_er1,ER1 Estuarine Soft Bottom
reddrum,postlarvae,est,sb,er2,sb_est_er2,ER2 Estuarine Soft Bottom
reddrum,postlarvae,est,sb,er3,sb_est_er3,ER3 Estuarine Soft Bottom
reddrum,postlarvae,est,sb,er4,sb_est_er4,ER4 Estuarine Soft Bottom
reddrum,postlarvae,est,sb,er5,sb_est_er5,ER5 Estuarine Soft Bottom
reddrum,postlarvae,est,em,er1,em_est_er1,ER1 Estuarine Emergent Marsh
reddrum,postlarvae,est,em,er2,em_est_er2,ER2 Estuarine Emergent Marsh
reddrum,postlarvae,est,em,er3,em_est_er3,ER3 Estuarine Emergent Marsh
reddrum,postlarvae,est,em,er4,em_est_er4,ER4 Estuarine Emergent Marsh
reddrum,postlarvae,est,em,er5,em_est_er5,ER5 Estuarine Emergent Marsh
reddrum,earlyjuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
reddrum,earlyjuvenile,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
reddrum,earlyjuvenile,est,sav,er3,sav_est_er3,ER3 Estuarine SAV
reddrum,earlyjuvenile,est,sav,er4,sav_est_er4,ER4 Estuarine SAV
reddrum,earlyjuvenile,est,sav,er5,sav_est_er5,ER5 Estuarine SAV
reddrum,earlyjuvenile,est,sb,er1,sb_est_er1,ER1 Estuarine Soft Bottom
reddrum,earlyjuvenile,est,sb,er2,sb_est_er2,ER2 Estuarine Soft Bottom
reddrum,earlyjuvenile,est,sb,er3,sb_est_er3,ER3 Estuarine Soft Bottom
reddrum,earlyjuvenile,est,sb,er4,sb_est_er4,ER4 Estuarine Soft Bottom
reddrum,earlyjuvenile,est,sb,er5,sb_est_er5,ER5 Estuarine Soft Bottom
reddrum,earlyjuvenile,est,em,er1,em_est_er1,ER1 Estuarine Emergent Marsh
reddrum,earlyjuvenile,est,em,er2,em_est_er2,ER2 Estuarine Emergent Marsh
reddrum,earlyjuvenile,est,em,er3,em_est_er3,ER3 Estuarine Emergent Marsh
reddrum,earlyjuvenile,est,em,er4,em_est_er4,ER4 Estuarine Emergent Marsh
reddrum,earlyjuvenile,est,em,er5,em_est_er5,ER5 Estuarine Emergent Marsh
reddrum,earlyjuvenile,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
reddrum,earlyjuvenile,near,sav,er2,sav_near_er2,ER2 Nearshore SAV
reddrum,earlyjuvenile,near,sav,er3,sav_near_er3,ER3 Nearshore SAV
reddrum,earlyjuvenile,near,sav,er4,sav_near_er4,ER4 Nearshore SAV
reddrum,earlyjuvenile,near,sav,er5,sav_near_er5,ER5 Nearshore SAV
reddrum,earlyjuvenile,near,sb,er1,sb_near_er1,ER1 Nearshore Soft Bottom
reddrum,earlyjuvenile,near,sb,er2,sb_near_er2,ER2 Nearshore Soft Bottom
reddrum,earlyjuvenile,near,sb,er3,sb_near_er3,ER3 Nearshore Soft Bottom
reddrum,earlyjuvenile,near,sb,er4,sb_near_er4,ER4 Nearshore Soft Bottom
reddrum,earlyjuvenile,near,sb,er5,sb_near_er5,ER5 Nearshore Soft Bottom
reddrum,earlyjuvenile,near,em,er1,em_near_er1,ER1 Nearshore Emergent Marsh
reddrum,earlyjuvenile,near,em,er2,em_near_er2,ER2 Nearshore Emergent Marsh
reddrum,earlyjuvenile,near,em,er3,em_near_er3,ER3 Nearshore Emergent Marsh
reddrum,earlyjuvenile,near,em,er4,em_near_er4,ER4 Nearshore Emergent Marsh
reddrum,earlyjuvenile,near,em,er5,em_near_er5,ER5 Nearshore Emergent Marsh
